subplots_adjust	0.15
ylabel	EQE referenceSpectra CurveEQE
xlabel	EQE referenceSpectra curve
fontsize	12.0
meastype	Graph
bandgap	1.14384200978			1.15213927113
bandgapslope	11.4022053566			8.36969014677
color	k			k
curve	Curve EQE			Curve EQE
filename	C:/_python/_python_packages/grapa/datatypes/EQE_referenceSpectra.txt			C:/_python/_python_packages/grapa/datatypes/EQE_referenceSpectra.txt
label	CIGS on PI 20.8% Empa			CIGS on PI 20.4% Empa
muloffset	100.0			100.0
300.0	0.104940184		280.0	0.01204071
310.0	0.11706703		290.0	0.004285067
320.0	0.155070846		300.0	0.002926877
330.0	0.210357803		310.0	0.003374318
340.0	0.272328849		320.0	0.004586534
350.0	0.317398701		330.0	0.007892097
360.0	0.351869499		340.0	0.018822137
370.0	0.414413466		350.0	0.053146041
380.0	0.573208304		360.0	0.121024841
390.0	0.696577474		370.0	0.214444797
400.0	0.756447807		380.0	0.362524477
410.0	0.78442549		390.0	0.483102935
420.0	0.799512432		400.0	0.560042679
430.0	0.808870155		410.0	0.616884603
440.0	0.820806027		420.0	0.657453639
450.0	0.829017907		430.0	0.686135344
460.0	0.839521474		440.0	0.708773951
470.0	0.849452119		450.0	0.724909327
480.0	0.861292504		460.0	0.73832092
490.0	0.873610324		470.0	0.749492135
500.0	0.889843109		480.0	0.766184961
510.0	0.906362356		490.0	0.785782451
520.0	0.924504881		500.0	0.812452258
530.0	0.941215101		510.0	0.843691675
539.3	0.948949546		520.0	0.875010425
549.0	0.954869738		530.0	0.89946101
569.2	0.953532921		540.0	0.919816928
581.8	0.952864512		550.0	0.928121559
589.1	0.949331494		560.0	0.933572299
600.2	0.949426981		570.0	0.937990646
609.5	0.947994676		580.0	0.941700281
619.3	0.946657859		590.0	0.94497411
635.6	0.942647406		600.0	0.942948461
643.9	0.941406075		610.0	0.943632845
656.0	0.938350492		620.0	0.944314055
661.2	0.937968544		630.0	0.944067592
675.5	0.935390396		640.0	0.943333493
686.2	0.934053578		650.0	0.942784505
690.0	0.931761891		660.0	0.94077155
700.0	0.930043125		670.0	0.940292375
710.0	0.927942412		680.0	0.93941336
720.0	0.92545975		690.0	0.939554045
730.0	0.924027446		700.0	0.938984959
740.0	0.922881602		710.0	0.936114144
750.0	0.921353811		720.0	0.935027804
760.0	0.92011248		730.0	0.935995673
770.0	0.918871149		740.0	0.935500632
780.0	0.918298227		750.0	0.935336676
790.0	0.917343358		760.0	0.936181842
800.0	0.915624592		770.0	0.935468899
810.0	0.914001314		780.0	0.934993955
820.0	0.913237418		790.0	0.935429761
830.0	0.911518652		800.0	0.935246765
840.0	0.911041217		810.0	0.934274665
850.0	0.908845017		820.0	0.934418523
860.0	0.906935277		830.0	0.931853407
870.0	0.904930051		840.0	0.930013927
880.0	0.901778981		850.0	0.928161754
890.0	0.899009859		860.0	0.923822741
900.0	0.895381354		870.0	0.920522467
910.0	0.891657362		880.0	0.914081645
920.0	0.887742396		890.0	0.908069223
930.0	0.880485386		900.0	0.900915457
940.0	0.876188472		910.0	0.89218031
950.0	0.868072079		920.0	0.881820413
960.0	0.859096304		930.0	0.870296957
970.0	0.849643093		940.0	0.856356475
980.0	0.839807935		950.0	0.840454868
990.0	0.826153298		960.0	0.822470492
1000.0	0.803904833		970.0	0.798880941
1010.0	0.772489618		980.0	0.770247894
1020.0	0.734772264		990.0	0.735603483
1030.0	0.685500985		1000.0	0.697225109
1030.6	0.683018324		1010.0	0.650834052
1040.0	0.621524713		1020.0	0.597422508
1043.7	0.592878621		1030.0	0.53414082
1062.1	0.426253851		1040.0	0.467217195
1073.0	0.326851911		1050.0	0.39506179
1093.4	0.172067527		1060.0	0.324660184
1093.4	0.17197204		1070.0	0.252422273
1093.4	0.17197204		1080.0	0.193397091
1097.2	0.147813835		1090.0	0.143633831
1116.8	0.060729715		1100.0	0.101009528
1126.2	0.038672224		1110.0	0.069331132
1140.7	0.018524473		1120.0	0.044364351
1155.2	0.008307367		1130.0	0.028491304
1155.2	0.008689315		1140.0	0.018221318
1166.4	0.004678862		1150.0	0.011508646
1177.8	0.002100713		1160.0	0.007236273
1199.8	0.000477435		1170.0	0.004426809
1214.6	9.55e-05		1180.0	0.002347214
			1190.0	0.001202696
			1200.0	0.000540526
