label	$0.01 x^2+sin(y)$																																								
comment	x from -10 to 10, y from -10 to 10																																								
	-10	-9.5	-9	-8.5	-8	-7.5	-7	-6.5	-6	-5.5	-5	-4.5	-4	-3.5	-3	-2.5	-2	-1.5	-1	-0.5	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10
-10	1.544021111	1.07515112	0.587881515	0.201512887	0.010641753	0.062000023	0.343013401	0.784880012	1.279415498	1.705540326	1.958924275	1.977530118	1.756802495	1.350783228	0.858879992	0.401527856	0.090702573	0.002505013	0.158529015	0.520574461	1	1.479425539	1.841470985	1.997494987	1.909297427	1.598472144	1.141120008	0.649216772	0.243197505	0.022469882	0.041075725	0.294459674	0.720584502	1.215119988	1.656986599	1.937999977	1.989358247	1.798487113	1.412118485	0.92484888	0.455978889
-9.5	1.446521111	0.97765112	0.490381515	0.104012887	-0.086858247	-0.035499977	0.245513401	0.687380012	1.181915498	1.608040326	1.861424275	1.880030118	1.659302495	1.253283228	0.761379992	0.304027856	-0.006797427	-0.094994987	0.061029015	0.423074461	0.9025	1.381925539	1.743970985	1.899994987	1.811797427	1.500972144	1.043620008	0.551716772	0.145697505	-0.075030118	-0.056424275	0.196959674	0.623084502	1.117619988	1.559486599	1.840499977	1.891858247	1.700987113	1.314618485	0.82734888	0.358478889
-9	1.354021111	0.88515112	0.397881515	0.011512887	-0.179358247	-0.127999977	0.153013401	0.594880012	1.089415498	1.515540326	1.768924275	1.787530118	1.566802495	1.160783228	0.668879992	0.211527856	-0.099297427	-0.187494987	-0.031470985	0.330574461	0.81	1.289425539	1.651470985	1.807494987	1.719297427	1.408472144	0.951120008	0.459216772	0.053197505	-0.167530118	-0.148924275	0.104459674	0.530584502	1.025119988	1.466986599	1.747999977	1.799358247	1.608487113	1.222118485	0.73484888	0.265978889
-8.5	1.266521111	0.79765112	0.310381515	-0.075987113	-0.266858247	-0.215499977	0.065513401	0.507380012	1.001915498	1.428040326	1.681424275	1.700030118	1.479302495	1.073283228	0.581379992	0.124027856	-0.186797427	-0.274994987	-0.118970985	0.243074461	0.7225	1.201925539	1.563970985	1.719994987	1.631797427	1.320972144	0.863620008	0.371716772	-0.034302495	-0.255030118	-0.236424275	0.016959674	0.443084502	0.937619988	1.379486599	1.660499977	1.711858247	1.520987113	1.134618485	0.64734888	0.178478889
-8	1.184021111	0.71515112	0.227881515	-0.158487113	-0.349358247	-0.297999977	-0.016986599	0.424880012	0.919415498	1.345540326	1.598924275	1.617530118	1.396802495	0.990783228	0.498879992	0.041527856	-0.269297427	-0.357494987	-0.201470985	0.160574461	0.64	1.119425539	1.481470985	1.637494987	1.549297427	1.238472144	0.781120008	0.289216772	-0.116802495	-0.337530118	-0.318924275	-0.065540326	0.360584502	0.855119988	1.296986599	1.577999977	1.629358247	1.438487113	1.052118485	0.56484888	0.095978889
-7.5	1.106521111	0.63765112	0.150381515	-0.235987113	-0.426858247	-0.375499977	-0.094486599	0.347380012	0.841915498	1.268040326	1.521424275	1.540030118	1.319302495	0.913283228	0.421379992	-0.035972144	-0.346797427	-0.434994987	-0.278970985	0.083074461	0.5625	1.041925539	1.403970985	1.559994987	1.471797427	1.160972144	0.703620008	0.211716772	-0.194302495	-0.415030118	-0.396424275	-0.143040326	0.283084502	0.777619988	1.219486599	1.500499977	1.551858247	1.360987113	0.974618485	0.48734888	0.018478889
-7	1.034021111	0.56515112	0.077881515	-0.308487113	-0.499358247	-0.447999977	-0.166986599	0.274880012	0.769415498	1.195540326	1.448924275	1.467530118	1.246802495	0.840783228	0.348879992	-0.108472144	-0.419297427	-0.507494987	-0.351470985	0.010574461	0.49	0.969425539	1.331470985	1.487494987	1.399297427	1.088472144	0.631120008	0.139216772	-0.266802495	-0.487530118	-0.468924275	-0.215540326	0.210584502	0.705119988	1.146986599	1.427999977	1.479358247	1.288487113	0.902118485	0.41484888	-0.054021111
-6.5	0.966521111	0.49765112	0.010381515	-0.375987113	-0.566858247	-0.515499977	-0.234486599	0.207380012	0.701915498	1.128040326	1.381424275	1.400030118	1.179302495	0.773283228	0.281379992	-0.175972144	-0.486797427	-0.574994987	-0.418970985	-0.056925539	0.4225	0.901925539	1.263970985	1.419994987	1.331797427	1.020972144	0.563620008	0.071716772	-0.334302495	-0.555030118	-0.536424275	-0.283040326	0.143084502	0.637619988	1.079486599	1.360499977	1.411858247	1.220987113	0.834618485	0.34734888	-0.121521111
-6	0.904021111	0.43515112	-0.052118485	-0.438487113	-0.629358247	-0.577999977	-0.296986599	0.144880012	0.639415498	1.065540326	1.318924275	1.337530118	1.116802495	0.710783228	0.218879992	-0.238472144	-0.549297427	-0.637494987	-0.481470985	-0.119425539	0.36	0.839425539	1.201470985	1.357494987	1.269297427	0.958472144	0.501120008	0.009216772	-0.396802495	-0.617530118	-0.598924275	-0.345540326	0.080584502	0.575119988	1.016986599	1.297999977	1.349358247	1.158487113	0.772118485	0.28484888	-0.184021111
-5.5	0.846521111	0.37765112	-0.109618485	-0.495987113	-0.686858247	-0.635499977	-0.354486599	0.087380012	0.581915498	1.008040326	1.261424275	1.280030118	1.059302495	0.653283228	0.161379992	-0.295972144	-0.606797427	-0.694994987	-0.538970985	-0.176925539	0.3025	0.781925539	1.143970985	1.299994987	1.211797427	0.900972144	0.443620008	-0.048283228	-0.454302495	-0.675030118	-0.656424275	-0.403040326	0.023084502	0.517619988	0.959486599	1.240499977	1.291858247	1.100987113	0.714618485	0.22734888	-0.241521111
-5	0.794021111	0.32515112	-0.162118485	-0.548487113	-0.739358247	-0.687999977	-0.406986599	0.034880012	0.529415498	0.955540326	1.208924275	1.227530118	1.006802495	0.600783228	0.108879992	-0.348472144	-0.659297427	-0.747494987	-0.591470985	-0.229425539	0.25	0.729425539	1.091470985	1.247494987	1.159297427	0.848472144	0.391120008	-0.100783228	-0.506802495	-0.727530118	-0.708924275	-0.455540326	-0.029415498	0.465119988	0.906986599	1.187999977	1.239358247	1.048487113	0.662118485	0.17484888	-0.294021111
-4.5	0.746521111	0.27765112	-0.209618485	-0.595987113	-0.786858247	-0.735499977	-0.454486599	-0.012619988	0.481915498	0.908040326	1.161424275	1.180030118	0.959302495	0.553283228	0.061379992	-0.395972144	-0.706797427	-0.794994987	-0.638970985	-0.276925539	0.2025	0.681925539	1.043970985	1.199994987	1.111797427	0.800972144	0.343620008	-0.148283228	-0.554302495	-0.775030118	-0.756424275	-0.503040326	-0.076915498	0.417619988	0.859486599	1.140499977	1.191858247	1.000987113	0.614618485	0.12734888	-0.341521111
-4	0.704021111	0.23515112	-0.252118485	-0.638487113	-0.829358247	-0.777999977	-0.496986599	-0.055119988	0.439415498	0.865540326	1.118924275	1.137530118	0.916802495	0.510783228	0.018879992	-0.438472144	-0.749297427	-0.837494987	-0.681470985	-0.319425539	0.16	0.639425539	1.001470985	1.157494987	1.069297427	0.758472144	0.301120008	-0.190783228	-0.596802495	-0.817530118	-0.798924275	-0.545540326	-0.119415498	0.375119988	0.816986599	1.097999977	1.149358247	0.958487113	0.572118485	0.08484888	-0.384021111
-3.5	0.666521111	0.19765112	-0.289618485	-0.675987113	-0.866858247	-0.815499977	-0.534486599	-0.092619988	0.401915498	0.828040326	1.081424275	1.100030118	0.879302495	0.473283228	-0.018620008	-0.475972144	-0.786797427	-0.874994987	-0.718970985	-0.356925539	0.1225	0.601925539	0.963970985	1.119994987	1.031797427	0.720972144	0.263620008	-0.228283228	-0.634302495	-0.855030118	-0.836424275	-0.583040326	-0.156915498	0.337619988	0.779486599	1.060499977	1.111858247	0.920987113	0.534618485	0.04734888	-0.421521111
-3	0.634021111	0.16515112	-0.322118485	-0.708487113	-0.899358247	-0.847999977	-0.566986599	-0.125119988	0.369415498	0.795540326	1.048924275	1.067530118	0.846802495	0.440783228	-0.051120008	-0.508472144	-0.819297427	-0.907494987	-0.751470985	-0.389425539	0.09	0.569425539	0.931470985	1.087494987	0.999297427	0.688472144	0.231120008	-0.260783228	-0.666802495	-0.887530118	-0.868924275	-0.615540326	-0.189415498	0.305119988	0.746986599	1.027999977	1.079358247	0.888487113	0.502118485	0.01484888	-0.454021111
-2.5	0.606521111	0.13765112	-0.349618485	-0.735987113	-0.926858247	-0.875499977	-0.594486599	-0.152619988	0.341915498	0.768040326	1.021424275	1.040030118	0.819302495	0.413283228	-0.078620008	-0.535972144	-0.846797427	-0.934994987	-0.778970985	-0.416925539	0.0625	0.541925539	0.903970985	1.059994987	0.971797427	0.660972144	0.203620008	-0.288283228	-0.694302495	-0.915030118	-0.896424275	-0.643040326	-0.216915498	0.277619988	0.719486599	1.000499977	1.051858247	0.860987113	0.474618485	-0.01265112	-0.481521111
-2	0.584021111	0.11515112	-0.372118485	-0.758487113	-0.949358247	-0.897999977	-0.616986599	-0.175119988	0.319415498	0.745540326	0.998924275	1.017530118	0.796802495	0.390783228	-0.101120008	-0.558472144	-0.869297427	-0.957494987	-0.801470985	-0.439425539	0.04	0.519425539	0.881470985	1.037494987	0.949297427	0.638472144	0.181120008	-0.310783228	-0.716802495	-0.937530118	-0.918924275	-0.665540326	-0.239415498	0.255119988	0.696986599	0.977999977	1.029358247	0.838487113	0.452118485	-0.03515112	-0.504021111
-1.5	0.566521111	0.09765112	-0.389618485	-0.775987113	-0.966858247	-0.915499977	-0.634486599	-0.192619988	0.301915498	0.728040326	0.981424275	1.000030118	0.779302495	0.373283228	-0.118620008	-0.575972144	-0.886797427	-0.974994987	-0.818970985	-0.456925539	0.0225	0.501925539	0.863970985	1.019994987	0.931797427	0.620972144	0.163620008	-0.328283228	-0.734302495	-0.955030118	-0.936424275	-0.683040326	-0.256915498	0.237619988	0.679486599	0.960499977	1.011858247	0.820987113	0.434618485	-0.05265112	-0.521521111
-1	0.554021111	0.08515112	-0.402118485	-0.788487113	-0.979358247	-0.927999977	-0.646986599	-0.205119988	0.289415498	0.715540326	0.968924275	0.987530118	0.766802495	0.360783228	-0.131120008	-0.588472144	-0.899297427	-0.987494987	-0.831470985	-0.469425539	0.01	0.489425539	0.851470985	1.007494987	0.919297427	0.608472144	0.151120008	-0.340783228	-0.746802495	-0.967530118	-0.948924275	-0.695540326	-0.269415498	0.225119988	0.666986599	0.947999977	0.999358247	0.808487113	0.422118485	-0.06515112	-0.534021111
